"Gene","Direction"
"7095_at","DOWN"
"131118_at","DOWN"
"51586_at","UP"
"57473_at","UP"
"79005_at","UP"
"4337_at","UP"
"80700_at","UP"
"26819_at","DOWN"
"1841_at","UP"
"2068_at","UP"
"5005_at","DOWN"
"89941_at","UP"
"1820_at","UP"
"874_at","UP"
"374875_at","UP"
"9666_at","DOWN"
"5600_at","UP"
"57175_at","UP"
"84948_at","UP"
"81618_at","UP"
"79842_at","UP"
"727896_at","DOWN"
"29995_at","UP"
"80765_at","UP"
"51054_at","UP"
"101954277_at","DOWN"
"3055_at","UP"
"54033_at","DOWN"
"54148_at","DOWN"
"101926906_at","DOWN"
"55105_at","DOWN"
"55720_at","UP"
"5101_at","DOWN"
"29941_at","UP"
"10328_at","UP"
"23218_at","UP"
"100873983_at","DOWN"
"85285_at","DOWN"
"80781_at","UP"
"58496_at","DOWN"
"114991_at","UP"
"767579_at","DOWN"
"407043_at","DOWN"
"102723549_at","DOWN"
"10009_at","UP"
"30001_at","UP"
"23137_at","DOWN"
"2624_at","UP"
"6559_at","DOWN"
"1209_at","UP"
"51704_at","UP"
"11014_at","UP"
"6352_at","UP"
"100874064_at","DOWN"
"245802_at","DOWN"
"23264_at","UP"
"2874_at","UP"
"54442_at","UP"
"8880_at","DOWN"
"4240_at","UP"
"390072_at","DOWN"
"10625_at","DOWN"
"23313_at","UP"
"84900_at","UP"
"191585_at","DOWN"
"399664_at","UP"
"145216_at","DOWN"
"692107_at","DOWN"
"57580_at","UP"
"51092_at","UP"
"4247_at","UP"
"100302219_at","DOWN"
"90379_at","UP"
"7392_at","UP"
"10248_at","UP"
"161742_at","UP"
"81127_at","DOWN"
"84993_at","UP"
"25928_at","UP"
"93210_at","UP"
"55095_at","UP"
"10061_at","UP"
"30836_at","DOWN"
"101927577_at","DOWN"
"10205_at","UP"
"79752_at","DOWN"
"90011_at","DOWN"
"4938_at","UP"
"101926887_at","DOWN"
"10550_at","UP"
"390067_at","DOWN"
"3205_at","UP"
"677811_at","DOWN"
"5746_at","DOWN"
"10529_at","DOWN"
"10113_at","UP"
"10050_at","DOWN"
"835_at","UP"
"155400_at","DOWN"
"152098_at","DOWN"
"84316_at","UP"
"55733_at","UP"
"100507308_at","DOWN"
"57586_at","DOWN"
"102723616_at","UP"
"158401_at","DOWN"
"142_at","UP"
"65056_at","DOWN"
"26123_at","UP"
"83607_at","UP"
"4067_at","UP"
"4794_at","UP"
"10929_at","UP"
"9786_at","DOWN"
"5132_at","DOWN"
"101928717_at","DOWN"
"84518_at","UP"
"51447_at","DOWN"
"9678_at","DOWN"
"130271_at","DOWN"
"23326_at","UP"
"64844_at","DOWN"
"10801_at","UP"
"643988_at","UP"
"5256_at","DOWN"
"1894_at","UP"
"6693_at","UP"
"100422937_at","DOWN"
"10432_at","UP"
"64776_at","DOWN"
"79827_at","DOWN"
"22827_at","UP"
"101927808_at","DOWN"
"55667_at","DOWN"
"28989_at","UP"
"399761_at","DOWN"
"55680_at","DOWN"
"11022_at","UP"
"101929718_at","DOWN"
"55727_at","UP"
"4221_at","UP"
"127665_at","DOWN"
"353164_at","DOWN"
"102238594_at","DOWN"
"1454_at","UP"
"55898_at","UP"
"101927057_at","DOWN"
"23509_at","UP"
"219623_at","UP"
"100507283_at","DOWN"
"677769_at","DOWN"
"5325_at","DOWN"
"29062_at","DOWN"
"5141_at","UP"
"5296_at","UP"
"27202_at","UP"
"339344_at","UP"
"55135_at","UP"
"26121_at","UP"
"79649_at","UP"
"23401_at","UP"
"84326_at","UP"
"5351_at","UP"
"51239_at","UP"
"79600_at","UP"
"6793_at","UP"
"55023_at","DOWN"
"169714_at","UP"
"6602_at","UP"
"5911_at","UP"
"7940_at","UP"
"2691_at","DOWN"
"8360_at","UP"
"26054_at","DOWN"
"81873_at","UP"
"2982_at","UP"
"222696_at","DOWN"
"3991_at","UP"
"163033_at","UP"
"63875_at","UP"
"122961_at","UP"
"4501_at","DOWN"
"51222_at","UP"
"79570_at","DOWN"
"100422929_at","DOWN"
"146760_at","UP"
"693165_at","DOWN"
"83874_at","UP"
"5105_at","DOWN"
"1861_at","UP"
"10768_at","DOWN"
"54577_at","DOWN"
"10454_at","UP"
"23452_at","UP"
"100126341_at","DOWN"
"3995_at","UP"
"9764_at","UP"
"389765_at","DOWN"
"7673_at","DOWN"
"10856_at","UP"
"56262_at","UP"
"643339_at","DOWN"
"254879_at","DOWN"
"388325_at","UP"
"6428_at","DOWN"
"10142_at","DOWN"
"5033_at","DOWN"
"100873972_at","DOWN"
"693175_at","DOWN"
"329_at","DOWN"
"102724283_at","DOWN"
"126119_at","UP"
"23053_at","UP"
"101928810_at","DOWN"
"8266_at","UP"
"5211_at","UP"
"5866_at","UP"
"55527_at","UP"
"57659_at","UP"
"102724885_at","DOWN"
"55177_at","UP"
"26167_at","UP"
"9261_at","UP"
"3073_at","UP"
"83850_at","DOWN"
"102724476_at","DOWN"
"10181_at","DOWN"
"26145_at","UP"
"1487_at","UP"
"767595_at","DOWN"
"80851_at","UP"
"84219_at","UP"
"10609_at","UP"
"9820_at","UP"
"442038_at","DOWN"
"6125_at","DOWN"
"1039_at","UP"
"948_at","UP"
"4935_at","UP"
"9534_at","DOWN"
"100422969_at","DOWN"
"677829_at","DOWN"
"9147_at","DOWN"
"283349_at","UP"
"80823_at","UP"
"54955_at","UP"
"55111_at","UP"
"55831_at","UP"
"23583_at","UP"
"101929639_at","UP"
"654502_at","DOWN"
"90378_at","UP"
"100287852_at","DOWN"
"83443_at","UP"
"100462977_at","DOWN"
"283149_at","UP"
"1524_at","UP"
"92483_at","DOWN"
"724022_at","DOWN"
"54472_at","UP"
"149018_at","DOWN"
"23184_at","UP"
"160851_at","DOWN"
"2762_at","UP"
"55917_at","UP"
"2100_at","DOWN"
"29924_at","UP"
"9477_at","UP"
"64150_at","DOWN"
"9168_at","UP"
"79707_at","UP"
"100033424_at","DOWN"
"255187_at","DOWN"
"2760_at","UP"
"113419_at","UP"
"23774_at","UP"
"5549_at","UP"
"29086_at","UP"
"692110_at","DOWN"
"65095_at","UP"
"6101_at","DOWN"
"60685_at","UP"
"3303_at","DOWN"
"613210_at","DOWN"
"101928161_at","DOWN"
"10286_at","DOWN"
"8605_at","UP"
"101929369_at","DOWN"
"5294_at","UP"
"1474_at","UP"
"64328_at","DOWN"
"100505741_at","DOWN"
"55330_at","UP"
"11267_at","UP"
"100124537_at","DOWN"
"7529_at","UP"
"80726_at","DOWN"
"1954_at","UP"
"728637_at","DOWN"
"6146_at","DOWN"
"8572_at","UP"
"55974_at","UP"
"283106_at","DOWN"
"25923_at","UP"
"124402_at","UP"
"81328_at","DOWN"
"4848_at","DOWN"
"100131205_at","DOWN"
"7454_at","UP"
"3292_at","UP"
"51411_at","UP"
"4893_at","UP"
"10396_at","DOWN"
"3012_at","UP"
"54822_at","DOWN"
"173_at","DOWN"
"1388_at","UP"
"571_at","DOWN"
"375611_at","DOWN"
"26824_at","DOWN"
"8743_at","UP"
"101929526_at","DOWN"
"693219_at","DOWN"
"7783_at","DOWN"
"101927211_at","DOWN"
"677838_at","DOWN"
"23354_at","DOWN"
"100132707_at","UP"
"11223_at","DOWN"
"10106_at","UP"
"5711_at","UP"
"100873769_at","DOWN"
"22902_at","DOWN"
"53827_at","UP"
"100506142_at","DOWN"
"1665_at","DOWN"
"11092_at","UP"
"7920_at","UP"
"100885777_at","DOWN"
"101929372_at","DOWN"
"10818_at","DOWN"
"80853_at","DOWN"
"8498_at","UP"
"9532_at","UP"
"9600_at","UP"
"5330_at","UP"
"100499177_at","DOWN"
"102724815_at","DOWN"
"391_at","UP"
"4924_at","UP"
"388121_at","DOWN"
"54629_at","UP"
"9694_at","DOWN"
"115290_at","UP"
"401027_at","DOWN"
"79159_at","UP"
"91289_at","UP"
"81631_at","UP"
"513_at","UP"
"11130_at","UP"
"58155_at","DOWN"
"9189_at","UP"
"653489_at","DOWN"
"642273_at","DOWN"
"1267_at","UP"
"387263_at","UP"
"51022_at","UP"
"55553_at","DOWN"
"144486_at","DOWN"
"392360_at","DOWN"
"121227_at","DOWN"
"154467_at","UP"
"11245_at","DOWN"
"5966_at","DOWN"
"101929539_at","DOWN"
"7029_at","DOWN"
"693176_at","DOWN"
"102724293_at","DOWN"
"283755_at","DOWN"
"390_at","DOWN"
"8733_at","UP"
"92305_at","UP"
"3743_at","DOWN"
"3184_at","DOWN"
"101927354_at","DOWN"
"553103_at","DOWN"
"10320_at","UP"
"3223_at","UP"
"10067_at","UP"
"79796_at","UP"
"9049_at","UP"
"4829_at","UP"
"727936_at","UP"
"100033423_at","DOWN"
"101927710_at","DOWN"
"9252_at","DOWN"
"54776_at","UP"
"2243_at","DOWN"
"101928553_at","DOWN"
"29904_at","UP"
"5156_at","DOWN"
"2538_at","DOWN"
"101409258_at","DOWN"
"5199_at","UP"
"6525_at","UP"
"5714_at","UP"
"24148_at","UP"
"11337_at","UP"
"4707_at","DOWN"
"10518_at","UP"
"4052_at","UP"
"81671_at","DOWN"
"222235_at","DOWN"
"22823_at","DOWN"
"9181_at","UP"
"260341_at","DOWN"
"64859_at","DOWN"
"56949_at","UP"
"574406_at","DOWN"
"26781_at","DOWN"
"84085_at","DOWN"
"390110_at","DOWN"
"101927803_at","DOWN"
"23352_at","DOWN"
"26267_at","UP"
"100144603_at","UP"
"65220_at","UP"
"677850_at","DOWN"
"84850_at","DOWN"
"90324_at","UP"
"80336_at","DOWN"
"8530_at","UP"
"148137_at","UP"
"202052_at","UP"
"728448_at","DOWN"
"338442_at","DOWN"
"1762_at","UP"
"152185_at","DOWN"
"389541_at","UP"
"55957_at","UP"
"8971_at","UP"
"284323_at","DOWN"
"51069_at","UP"
"9304_at","DOWN"
"147184_at","UP"
"83590_at","UP"
"57147_at","DOWN"
"2615_at","UP"
"8815_at","UP"
"653513_at","DOWN"
"285954_at","DOWN"
"101928052_at","DOWN"
"407975_at","DOWN"
"767612_at","DOWN"
"100313886_at","DOWN"
"102724167_at","DOWN"
"692053_at","DOWN"
"56936_at","DOWN"
"644873_at","UP"
"29109_at","UP"
"827_at","UP"
"1760_at","UP"
"54509_at","UP"
"101928131_at","DOWN"
"100507398_at","DOWN"
"7266_at","DOWN"
"692094_at","UP"
"57823_at","UP"
"10875_at","UP"
"55037_at","DOWN"
"1857_at","UP"
"642587_at","DOWN"
"158381_at","DOWN"
"101929646_at","DOWN"
"90332_at","UP"
"387893_at","UP"
"100422912_at","DOWN"
"100507373_at","UP"
"7978_at","DOWN"
"80305_at","UP"
"79879_at","UP"
"4782_at","UP"
"6326_at","DOWN"
"100033439_at","DOWN"
"2194_at","UP"
"100129148_at","DOWN"
"222068_at","UP"
"284340_at","DOWN"
"4047_at","UP"
"719_at","UP"
"83667_at","UP"
"9407_at","DOWN"
"100500811_at","DOWN"
"6867_at","DOWN"
"55161_at","UP"
"6455_at","UP"
"84128_at","DOWN"
"55737_at","UP"
"692209_at","DOWN"
"259282_at","DOWN"
"401261_at","DOWN"
"8509_at","UP"
"100505964_at","DOWN"
"147685_at","DOWN"
"51042_at","UP"
"55793_at","UP"
"10154_at","UP"
"9851_at","DOWN"
"26046_at","DOWN"
"387036_at","DOWN"
"91252_at","UP"
"23293_at","UP"
"221060_at","DOWN"
"6166_at","DOWN"
"379025_at","DOWN"
"10975_at","UP"
"79848_at","DOWN"
"340980_at","DOWN"
"102723866_at","DOWN"
"10769_at","UP"
"9179_at","UP"
"160760_at","DOWN"
"55732_at","DOWN"
"101930332_at","UP"
"375196_at","UP"
"2188_at","UP"
"7559_at","DOWN"
"740_at","UP"
"767609_at","DOWN"
"472_at","DOWN"
"57538_at","UP"
"203245_at","UP"
"7408_at","UP"
"116115_at","UP"
"100616326_at","DOWN"
"11335_at","DOWN"
"1104_at","UP"
"574505_at","DOWN"
"30008_at","UP"
"124997_at","UP"
"4128_at","DOWN"
"26767_at","DOWN"
"2720_at","UP"
"55789_at","DOWN"
"100422994_at","DOWN"
"201895_at","UP"
"23480_at","DOWN"
"255783_at","UP"
"55501_at","UP"
"8835_at","DOWN"
"7267_at","DOWN"
"414245_at","DOWN"
"4000_at","UP"
"57608_at","UP"
"100507433_at","DOWN"
"9050_at","UP"
"100506974_at","DOWN"
"4356_at","DOWN"
"116138_at","UP"
"100422850_at","DOWN"
"101929689_at","DOWN"
"140258_at","DOWN"
"5434_at","UP"
"23545_at","UP"
"9757_at","UP"
"54936_at","UP"
"383_at","DOWN"
"57216_at","UP"
"5536_at","UP"
"100506557_at","DOWN"
"9121_at","UP"
"102724438_at","DOWN"
"55592_at","DOWN"
"6903_at","UP"
"147929_at","UP"
"64598_at","UP"
"114614_at","DOWN"
"30820_at","DOWN"
"1822_at","UP"
"92092_at","UP"
"401145_at","DOWN"
"3315_at","UP"
"101927815_at","DOWN"
"6431_at","DOWN"
"1349_at","DOWN"
"677_at","UP"
"54868_at","UP"
"101928027_at","DOWN"
"100302150_at","DOWN"
"81490_at","UP"
"5934_at","DOWN"
"79846_at","DOWN"
"5699_at","UP"
"144404_at","UP"
"9701_at","UP"
"79174_at","UP"
"55771_at","UP"
"101928361_at","DOWN"
"79903_at","UP"
"22954_at","UP"
"1192_at","UP"
"90196_at","UP"
"22859_at","UP"
"10343_at","DOWN"
"613227_at","DOWN"
"57674_at","UP"
"9415_at","UP"
"8392_at","DOWN"
"11123_at","UP"
"310_at","DOWN"
"27128_at","UP"
"81035_at","UP"
"54212_at","DOWN"
"10846_at","DOWN"
"4162_at","UP"
"5111_at","UP"
"65258_at","UP"
"54919_at","UP"
"340385_at","UP"
"3683_at","UP"
"101928734_at","DOWN"
"253982_at","UP"
"340526_at","UP"
"894_at","UP"
"7403_at","DOWN"
"22927_at","UP"
"80304_at","UP"
"165257_at","DOWN"
"90784_at","UP"
"102724515_at","DOWN"
"127495_at","DOWN"
"3717_at","DOWN"
"21_at","UP"
"84557_at","UP"
"4216_at","DOWN"
"8930_at","DOWN"
"65083_at","UP"
"7754_at","DOWN"
"65265_at","UP"
"27244_at","DOWN"
"199692_at","UP"
"10287_at","UP"
"100506319_at","DOWN"
"101929591_at","DOWN"
"338817_at","DOWN"
"84268_at","DOWN"
"5740_at","UP"
"285331_at","DOWN"
"51699_at","DOWN"
"26772_at","DOWN"
"23176_at","UP"
"347746_at","DOWN"
"30833_at","UP"
"9739_at","UP"
"4495_at","DOWN"
"102557615_at","DOWN"
"51523_at","UP"
"4218_at","UP"
"2733_at","UP"
"6688_at","UP"
"3725_at","DOWN"
"6491_at","UP"
"2104_at","DOWN"
"10121_at","UP"
"1639_at","UP"
"55281_at","UP"
"2077_at","UP"
"100507421_at","UP"
"93653_at","DOWN"
"3959_at","UP"
"284071_at","DOWN"
"54953_at","DOWN"
"10549_at","UP"
"962_at","UP"
"9946_at","DOWN"
"23193_at","UP"
"100302188_at","DOWN"
"780776_at","DOWN"
"727944_at","DOWN"
"11040_at","UP"
"25828_at","UP"
"26829_at","DOWN"
"9879_at","DOWN"
"2738_at","UP"
"54971_at","UP"
"55773_at","DOWN"
"84922_at","UP"
"80256_at","UP"
"221806_at","DOWN"
"8507_at","UP"
"11232_at","DOWN"
"100422829_at","DOWN"
"8887_at","DOWN"
"8175_at","UP"
"5524_at","UP"
"57572_at","UP"
"115825_at","DOWN"
"100422924_at","DOWN"
"54623_at","UP"
"9589_at","DOWN"
"7381_at","DOWN"
"26259_at","UP"
"5872_at","UP"
"6263_at","DOWN"
"203328_at","DOWN"
"100874016_at","DOWN"
"135892_at","DOWN"
"558_at","UP"
"55588_at","UP"
"51287_at","UP"
"53349_at","UP"
"8520_at","DOWN"
"283104_at","DOWN"
"79188_at","UP"
"402135_at","DOWN"
"2938_at","DOWN"
"196383_at","UP"
"387700_at","DOWN"
"101929679_at","DOWN"
"10632_at","DOWN"
"3109_at","UP"
"22909_at","DOWN"
"4597_at","UP"
"6392_at","DOWN"
"146540_at","UP"
"23152_at","UP"
"79877_at","UP"
"100506124_at","DOWN"
"25831_at","DOWN"
"10844_at","UP"
"10123_at","UP"
"10654_at","UP"
"84964_at","UP"
"66005_at","UP"
"101927861_at","DOWN"
"84296_at","UP"
"9778_at","DOWN"
"5476_at","UP"
"26238_at","DOWN"
"129685_at","UP"
"2119_at","UP"
"100287144_at","DOWN"
"27013_at","UP"
"23481_at","UP"
"79970_at","DOWN"
"114787_at","UP"
"93953_at","DOWN"
"51503_at","DOWN"
"51499_at","UP"
"10913_at","DOWN"
"54816_at","DOWN"
"677825_at","DOWN"
"10039_at","UP"
"10467_at","UP"
"85028_at","DOWN"
"101928231_at","DOWN"
"3005_at","UP"
"7862_at","UP"
"3915_at","UP"
"682_at","UP"
"149951_at","UP"
"654320_at","DOWN"
"9111_at","UP"
"643201_at","DOWN"
"442919_at","DOWN"
"25961_at","DOWN"
"10281_at","DOWN"
"84250_at","DOWN"
"5997_at","DOWN"
"120534_at","DOWN"
"100127889_at","DOWN"
"1675_at","UP"
"202333_at","DOWN"
"414918_at","UP"
"10134_at","UP"
"229_at","DOWN"
"29934_at","UP"
"245972_at","DOWN"
"22974_at","UP"
"8558_at","UP"
"79024_at","DOWN"
"78994_at","UP"
"6207_at","DOWN"
"57136_at","UP"
"90933_at","UP"
"64129_at","UP"
"79582_at","DOWN"
"91368_at","UP"
"155435_at","DOWN"
"5151_at","DOWN"
"100423020_at","UP"
"56834_at","UP"
"64426_at","DOWN"
"100130880_at","DOWN"
"283571_at","DOWN"
"285613_at","UP"
"100462953_at","DOWN"
"124222_at","UP"
"9373_at","UP"
"102724626_at","DOWN"
"100505692_at","DOWN"
"87769_at","DOWN"
"728464_at","UP"
"10463_at","DOWN"
"441389_at","DOWN"
"2145_at","DOWN"
"26817_at","DOWN"
"79850_at","UP"
"339231_at","UP"
"28514_at","UP"
"64963_at","UP"
"55504_at","UP"
"8859_at","UP"
"79006_at","UP"
"207063_at","UP"
"7533_at","UP"
"23474_at","UP"
"390152_at","DOWN"
"7692_at","DOWN"
"6239_at","DOWN"
"84640_at","DOWN"
"196_at","UP"
"81607_at","DOWN"
"23250_at","UP"
"101927547_at","DOWN"
"5087_at","UP"
"100124536_at","DOWN"
"79091_at","UP"
"203260_at","UP"
"6837_at","UP"
"10747_at","DOWN"
"92291_at","DOWN"
"114757_at","UP"
"64342_at","UP"
"11103_at","DOWN"
"387748_at","DOWN"
"2030_at","UP"
"10494_at","UP"
"100134015_at","DOWN"
"55332_at","UP"
"693177_at","DOWN"
"4343_at","UP"
"375387_at","UP"
"6156_at","DOWN"
"7051_at","DOWN"
"11052_at","DOWN"
"51163_at","UP"
"158572_at","UP"
"192286_at","UP"
"5253_at","UP"
"101929121_at","DOWN"
"256586_at","UP"
"85377_at","UP"
"100126326_at","DOWN"
"5550_at","UP"
"637_at","UP"
"23181_at","UP"
"340277_at","DOWN"
"201562_at","UP"
"100873941_at","DOWN"
"1613_at","UP"
"64321_at","UP"
"100113391_at","DOWN"
"162073_at","UP"
"157247_at","UP"
"390084_at","DOWN"
"79171_at","UP"
"7407_at","UP"
"5586_at","DOWN"
"3108_at","UP"
"360132_at","DOWN"
"100507034_at","DOWN"
"57761_at","UP"
"5336_at","DOWN"
"2827_at","DOWN"
"27151_at","UP"
"7733_at","UP"
"1113_at","UP"
"51365_at","UP"
"1260_at","DOWN"
"148789_at","UP"
"126326_at","UP"
"3588_at","UP"
"6324_at","UP"
"98_at","UP"
"5122_at","DOWN"
"2098_at","DOWN"
"5507_at","UP"
"26796_at","DOWN"
"100505616_at","DOWN"
"79583_at","UP"
"343563_at","DOWN"
"1672_at","DOWN"
"22879_at","UP"
"285335_at","DOWN"
"642819_at","DOWN"
"51593_at","UP"
"83598_at","DOWN"
"92106_at","DOWN"
"101929713_at","DOWN"
"595097_at","DOWN"
"171017_at","UP"
"594842_at","UP"
"10212_at","UP"
"8701_at","DOWN"
"163882_at","DOWN"
"84872_at","UP"
"25853_at","UP"
"664617_at","DOWN"
"92703_at","DOWN"
"11194_at","UP"
"54579_at","DOWN"
"284525_at","DOWN"
"4616_at","DOWN"
"7073_at","DOWN"
"100616286_at","DOWN"
"100505774_at","DOWN"
"53838_at","UP"
"341883_at","DOWN"
"54834_at","DOWN"
"6741_at","DOWN"
"8881_at","DOWN"
"284485_at","UP"
"100507513_at","DOWN"
"717_at","UP"
"6303_at","DOWN"
"55012_at","UP"
"6103_at","DOWN"
"84068_at","DOWN"
"55223_at","UP"
"53829_at","UP"
"2830_at","UP"
"80764_at","UP"
"1063_at","UP"
"5684_at","DOWN"
"100996654_at","DOWN"
"285423_at","DOWN"
"138428_at","UP"
"100288687_at","DOWN"
"54345_at","UP"
"26792_at","DOWN"
"8368_at","UP"
"10283_at","DOWN"
"9811_at","UP"
"2983_at","UP"
"57061_at","DOWN"
"9278_at","UP"
"25960_at","UP"
"51095_at","DOWN"
"5480_at","UP"
"6336_at","DOWN"
"9647_at","UP"
"9349_at","DOWN"
"55188_at","DOWN"
"4194_at","DOWN"
"2010_at","UP"
"3663_at","UP"
"130916_at","DOWN"
"85003_at","DOWN"
"85363_at","UP"
"55285_at","DOWN"
"100306975_at","DOWN"
"8358_at","UP"
"441478_at","UP"
"84279_at","UP"
"101805491_at","DOWN"
"6883_at","UP"
"60673_at","UP"
"100616195_at","DOWN"
"58473_at","UP"
"10891_at","DOWN"
"114905_at","DOWN"
"6810_at","UP"
"100126270_at","DOWN"
"963_at","UP"
"4697_at","DOWN"
"8353_at","UP"
"9980_at","UP"
"285847_at","DOWN"
"64802_at","UP"
"2161_at","UP"
"8603_at","UP"
"101928794_at","DOWN"
"646962_at","DOWN"
"10461_at","DOWN"
"100113381_at","DOWN"
"55233_at","UP"
"100462981_at","DOWN"
"6197_at","UP"
"767590_at","DOWN"
"54734_at","UP"
"54498_at","UP"
"8502_at","DOWN"
"25939_at","UP"
"101927215_at","DOWN"
"7771_at","DOWN"
"127687_at","UP"
"83706_at","UP"
"6546_at","DOWN"
"4242_at","UP"
"2873_at","UP"
"1081_at","DOWN"
"9517_at","UP"
"81892_at","DOWN"
"26470_at","UP"
"84954_at","UP"
"407016_at","DOWN"
"57214_at","DOWN"
"10671_at","DOWN"
"155184_at","DOWN"
"57545_at","DOWN"
"79608_at","DOWN"
"6629_at","DOWN"
"1009_at","UP"
"90826_at","DOWN"
"693127_at","DOWN"
"677820_at","DOWN"
"64760_at","UP"
"101927554_at","DOWN"
